id,name,base_food,city,region,category,price_vnd,description
FOOD00149,Cháo lòng Đà Nẵng,Cháo lòng,Đà Nẵng,Trung,Món cuốn,49583,"Cháo lòng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00150,Bánh ít Đà Nẵng,Bánh ít,Đà Nẵng,Trung,Lẩu,62368,"Bánh ít là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00151,Miến gà Nha Trang,Miến gà,Nha Trang,Trung,Món khô,105308,"Miến gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00152,Chả giò Huế,Chả giò,Huế,Trung,Món chiên,71004,"Chả giò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00153,Bánh ít Hà Nội,Bánh ít,Hà Nội,Bắc,Món chiên,41735,"Bánh ít là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00154,Miến gà Nha Trang,Miến gà,Nha Trang,Trung,Món chiên,68697,"Miến gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00155,Cơm chiên Đà Nẵng,Cơm chiên,Đà Nẵng,Trung,Món khô,110741,"Cơm chiên là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00156,Miến gà Hải Phòng,Miến gà,Hải Phòng,Bắc,Lẩu,72725,"Miến gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00157,Bún mắm Huế,Bún mắm,Huế,Trung,Món khô,104242,"Bún mắm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00158,Bánh canh Hải Phòng,Bánh canh,Hải Phòng,Bắc,Lẩu,84565,"Bánh canh là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00159,Phở gà Cần Thơ,Phở gà,Cần Thơ,Nam,Món chiên,104918,"Phở gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00160,Cơm gà Huế,Cơm gà,Huế,Trung,Món khô,28026,"Cơm gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00161,Bánh canh Sài Gòn,Bánh canh,Sài Gòn,Nam,Món khô,61413,"Bánh canh là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00162,Hủ tiếu Nha Trang,Hủ tiếu,Nha Trang,Trung,Món nước,19296,"Hủ tiếu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00163,Bún chả Hà Nội,Bún chả,Hà Nội,Bắc,Món cuốn,17466,"Bún chả là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00164,Bún cá Hà Nội,Bún cá,Hà Nội,Bắc,Lẩu,26675,"Bún cá là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00165,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Lẩu,72385,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00166,Cơm tấm Đà Nẵng,Cơm tấm,Đà Nẵng,Trung,Món cuốn,59797,"Cơm tấm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00167,Lẩu thái Sài Gòn,Lẩu thái,Sài Gòn,Nam,Món nước,89870,"Lẩu thái là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00168,Chả giò Huế,Chả giò,Huế,Trung,Lẩu,15784,"Chả giò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00169,Phở bò Hải Phòng,Phở bò,Hải Phòng,Bắc,Món nướng,109311,"Phở bò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00170,Gỏi cuốn Sài Gòn,Gỏi cuốn,Sài Gòn,Nam,Món nướng,21231,"Gỏi cuốn là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00171,Bún riêu Sài Gòn,Bún riêu,Sài Gòn,Nam,Món chiên,38392,"Bún riêu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00172,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Món nướng,109956,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00173,Bánh cuốn Đà Nẵng,Bánh cuốn,Đà Nẵng,Trung,Món nướng,97369,"Bánh cuốn là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00174,Cháo lòng Hà Nội,Cháo lòng,Hà Nội,Bắc,Món nước,114398,"Cháo lòng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00175,Cháo gà Sài Gòn,Cháo gà,Sài Gòn,Nam,Món chiên,38354,"Cháo gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00176,Bánh canh Đà Nẵng,Bánh canh,Đà Nẵng,Trung,Món khô,93654,"Bánh canh là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00177,Bánh cuốn Nha Trang,Bánh cuốn,Nha Trang,Trung,Món nướng,112867,"Bánh cuốn là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00178,Chả giò Cần Thơ,Chả giò,Cần Thơ,Nam,Món cuốn,100448,"Chả giò là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00179,Bánh ít Huế,Bánh ít,Huế,Trung,Món cuốn,88807,"Bánh ít là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00180,Cháo lòng Nha Trang,Cháo lòng,Nha Trang,Trung,Món cuốn,87021,"Cháo lòng là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00181,Bún riêu Huế,Bún riêu,Huế,Trung,Món nướng,34196,"Bún riêu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00182,Bún mắm Đà Nẵng,Bún mắm,Đà Nẵng,Trung,Lẩu,55576,"Bún mắm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00183,Lẩu hải sản Nha Trang,Lẩu hải sản,Nha Trang,Trung,Món khô,58077,"Lẩu hải sản là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00184,Chả giò Huế,Chả giò,Huế,Trung,Món nướng,65942,"Chả giò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00185,Gỏi cuốn Nha Trang,Gỏi cuốn,Nha Trang,Trung,Món khô,33021,"Gỏi cuốn là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00186,Cháo gà Sài Gòn,Cháo gà,Sài Gòn,Nam,Món cuốn,68309,"Cháo gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00187,Cơm gà Hà Nội,Cơm gà,Hà Nội,Bắc,Món cuốn,68269,"Cơm gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00188,Miến gà Huế,Miến gà,Huế,Trung,Món nước,19067,"Miến gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00189,Gỏi cuốn Hà Nội,Gỏi cuốn,Hà Nội,Bắc,Lẩu,88466,"Gỏi cuốn là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00190,Bún thịt nướng Cần Thơ,Bún thịt nướng,Cần Thơ,Nam,Món cuốn,53245,"Bún thịt nướng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00191,Bún chả Hà Nội,Bún chả,Hà Nội,Bắc,Món nướng,82122,"Bún chả là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00192,Phở gà Đà Nẵng,Phở gà,Đà Nẵng,Trung,Món khô,108623,"Phở gà là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00193,Bánh mì Hà Nội,Bánh mì,Hà Nội,Bắc,Món khô,58603,"Bánh mì là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00194,Lẩu bò Nha Trang,Lẩu bò,Nha Trang,Trung,Món chiên,79381,"Lẩu bò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00195,Cao lầu Hà Nội,Cao lầu,Hà Nội,Bắc,Món chiên,43642,"Cao lầu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00196,Cơm gà Sài Gòn,Cơm gà,Sài Gòn,Nam,Món nước,106660,"Cơm gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00197,Bánh nậm Nha Trang,Bánh nậm,Nha Trang,Trung,Món nướng,99644,"Bánh nậm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00198,Bún đậu mắm tôm Cần Thơ,Bún đậu mắm tôm,Cần Thơ,Nam,Món nướng,33077,"Bún đậu mắm tôm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00199,Cao lầu Nha Trang,Cao lầu,Nha Trang,Trung,Món nướng,94803,"Cao lầu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00200,Bánh mì Huế,Bánh mì,Huế,Trung,Món chiên,68300,"Bánh mì là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00201,Cơm tấm Huế,Cơm tấm,Huế,Trung,Món chiên,67243,"Cơm tấm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00202,Cơm chiên Huế,Cơm chiên,Huế,Trung,Món nước,96341,"Cơm chiên là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00203,Mì Quảng Sài Gòn,Mì Quảng,Sài Gòn,Nam,Món nước,89801,"Mì Quảng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00204,Cháo lòng Nha Trang,Cháo lòng,Nha Trang,Trung,Món chiên,23626,"Cháo lòng là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00205,Lẩu bò Đà Nẵng,Lẩu bò,Đà Nẵng,Trung,Món cuốn,112839,"Lẩu bò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00206,Cháo gà Hải Phòng,Cháo gà,Hải Phòng,Bắc,Món nướng,86214,"Cháo gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00207,Bún cá Nha Trang,Bún cá,Nha Trang,Trung,Món nước,43962,"Bún cá là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00208,Cơm gà Huế,Cơm gà,Huế,Trung,Món cuốn,42471,"Cơm gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00209,Cơm gà Hải Phòng,Cơm gà,Hải Phòng,Bắc,Món cuốn,111828,"Cơm gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00210,Phở gà Huế,Phở gà,Huế,Trung,Món chiên,55377,"Phở gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00211,Lẩu thái Cần Thơ,Lẩu thái,Cần Thơ,Nam,Món cuốn,69550,"Lẩu thái là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00212,Hủ tiếu Huế,Hủ tiếu,Huế,Trung,Món khô,57387,"Hủ tiếu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00213,Bún đậu mắm tôm Cần Thơ,Bún đậu mắm tôm,Cần Thơ,Nam,Món nướng,54045,"Bún đậu mắm tôm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00214,Bánh mì Hải Phòng,Bánh mì,Hải Phòng,Bắc,Món chiên,36547,"Bánh mì là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00215,Cao lầu Đà Nẵng,Cao lầu,Đà Nẵng,Trung,Món nướng,15411,"Cao lầu là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00216,Gỏi cuốn Cần Thơ,Gỏi cuốn,Cần Thơ,Nam,Món cuốn,44772,"Gỏi cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00217,Cháo lòng Đà Nẵng,Cháo lòng,Đà Nẵng,Trung,Món cuốn,116603,"Cháo lòng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00218,Lẩu hải sản Huế,Lẩu hải sản,Huế,Trung,Món chiên,58734,"Lẩu hải sản là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00219,Cơm tấm Sài Gòn,Cơm tấm,Sài Gòn,Nam,Món nước,76617,"Cơm tấm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00220,Bánh bèo Huế,Bánh bèo,Huế,Trung,Món chiên,90019,"Bánh bèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00221,Bún chả Nha Trang,Bún chả,Nha Trang,Trung,Món cuốn,92615,"Bún chả là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00222,Bún bò Huế Đà Nẵng,Bún bò Huế,Đà Nẵng,Trung,Món nước,68194,"Bún bò Huế là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00223,Cơm chiên Nha Trang,Cơm chiên,Nha Trang,Trung,Món nướng,101475,"Cơm chiên là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00224,Bánh nậm Đà Nẵng,Bánh nậm,Đà Nẵng,Trung,Món nướng,102538,"Bánh nậm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00225,Bánh bèo Nha Trang,Bánh bèo,Nha Trang,Trung,Món khô,22600,"Bánh bèo là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00226,Bánh bèo Sài Gòn,Bánh bèo,Sài Gòn,Nam,Món chiên,114966,"Bánh bèo là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00227,Bánh nậm Sài Gòn,Bánh nậm,Sài Gòn,Nam,Món nướng,116824,"Bánh nậm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00228,Bún thịt nướng Hà Nội,Bún thịt nướng,Hà Nội,Bắc,Món cuốn,35869,"Bún thịt nướng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00229,Phở gà Hà Nội,Phở gà,Hà Nội,Bắc,Món cuốn,25077,"Phở gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00230,Bánh canh Nha Trang,Bánh canh,Nha Trang,Trung,Món nướng,105425,"Bánh canh là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00231,Cháo gà Sài Gòn,Cháo gà,Sài Gòn,Nam,Món khô,46600,"Cháo gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00232,Bánh mì Sài Gòn,Bánh mì,Sài Gòn,Nam,Món cuốn,73883,"Bánh mì là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00233,Bún chả Sài Gòn,Bún chả,Sài Gòn,Nam,Món nướng,26599,"Bún chả là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00234,Phở bò Hải Phòng,Phở bò,Hải Phòng,Bắc,Món nước,117981,"Phở bò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00235,Lẩu thái Nha Trang,Lẩu thái,Nha Trang,Trung,Món nướng,95944,"Lẩu thái là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00236,Bún bò Huế Cần Thơ,Bún bò Huế,Cần Thơ,Nam,Món cuốn,16987,"Bún bò Huế là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00237,Bún mắm Sài Gòn,Bún mắm,Sài Gòn,Nam,Món cuốn,82913,"Bún mắm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00238,Bánh cuốn Sài Gòn,Bánh cuốn,Sài Gòn,Nam,Món khô,74153,"Bánh cuốn là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00239,Cháo gà Hà Nội,Cháo gà,Hà Nội,Bắc,Món cuốn,100164,"Cháo gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00240,Lẩu thái Sài Gòn,Lẩu thái,Sài Gòn,Nam,Món khô,99424,"Lẩu thái là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00241,Bún chả Hải Phòng,Bún chả,Hải Phòng,Bắc,Món khô,67039,"Bún chả là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00242,Miến gà Huế,Miến gà,Huế,Trung,Món nướng,83600,"Miến gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00243,Lẩu bò Hải Phòng,Lẩu bò,Hải Phòng,Bắc,Lẩu,22832,"Lẩu bò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00244,Bánh nậm Đà Nẵng,Bánh nậm,Đà Nẵng,Trung,Lẩu,30932,"Bánh nậm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00245,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Lẩu,55001,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00246,Bánh canh Nha Trang,Bánh canh,Nha Trang,Trung,Món nướng,38810,"Bánh canh là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00247,Bánh cuốn Đà Nẵng,Bánh cuốn,Đà Nẵng,Trung,Món cuốn,72763,"Bánh cuốn là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00248,Phở bò Huế,Phở bò,Huế,Trung,Món nướng,43720,"Phở bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00249,Bánh mì Hà Nội,Bánh mì,Hà Nội,Bắc,Món nướng,34824,"Bánh mì là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00250,Lẩu bò Hải Phòng,Lẩu bò,Hải Phòng,Bắc,Lẩu,83039,"Lẩu bò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00251,Lẩu hải sản Sài Gòn,Lẩu hải sản,Sài Gòn,Nam,Món chiên,77522,"Lẩu hải sản là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00252,Bánh bèo Hà Nội,Bánh bèo,Hà Nội,Bắc,Món nướng,83431,"Bánh bèo là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00253,Phở gà Sài Gòn,Phở gà,Sài Gòn,Nam,Món nước,43490,"Phở gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00254,Cháo lòng Đà Nẵng,Cháo lòng,Đà Nẵng,Trung,Lẩu,68585,"Cháo lòng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00255,Bún thịt nướng Cần Thơ,Bún thịt nướng,Cần Thơ,Nam,Món nước,101234,"Bún thịt nướng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00256,Lẩu thái Huế,Lẩu thái,Huế,Trung,Món nước,56333,"Lẩu thái là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD00257,Gỏi cuốn Hải Phòng,Gỏi cuốn,Hải Phòng,Bắc,Món cuốn,105681,"Gỏi cuốn là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD00258,Bún bò Huế Cần Thơ,Bún bò Huế,Cần Thơ,Nam,Món nước,93296,"Bún bò Huế là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00259,Bún đậu mắm tôm Đà Nẵng,Bún đậu mắm tôm,Đà Nẵng,Trung,Món nướng,49958,"Bún đậu mắm tôm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD00260,Bún cá Nha Trang,Bún cá,Nha Trang,Trung,Món cuốn,113077,"Bún cá là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00261,Lẩu bò Nha Trang,Lẩu bò,Nha Trang,Trung,Món chiên,54598,"Lẩu bò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00262,Bún thịt nướng Cần Thơ,Bún thịt nướng,Cần Thơ,Nam,Món cuốn,71495,"Bún thịt nướng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD00263,Bánh nậm Sài Gòn,Bánh nậm,Sài Gòn,Nam,Món cuốn,107147,"Bánh nậm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00264,Bánh nậm Hà Nội,Bánh nậm,Hà Nội,Bắc,Món cuốn,77843,"Bánh nậm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00265,Bún riêu Sài Gòn,Bún riêu,Sài Gòn,Nam,Món chiên,49296,"Bún riêu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD00266,Bún cá Hà Nội,Bún cá,Hà Nội,Bắc,Lẩu,23398,"Bún cá là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD00267,Bún mắm Nha Trang,Bún mắm,Nha Trang,Trung,Món khô,16605,"Bún mắm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD00268,Bún mắm Hải Phòng,Bún mắm,Hải Phòng,Bắc,Món nước,59087,"Bún mắm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
