id,food_name,description,category,region,type,source,popularity,price_range
FOOD00403,Cao lầu Hội An,Mì cao lầu với thịt heo và rau thơm,Món ăn Việt Nam,Hội An,Món nước,Realistic,78,30-60k
FOOD00404,Hủ tiếu Nam Vang,"Hủ tiếu với tôm, thịt heo và gan",Món ăn Việt Nam,TP.HCM,Món nước,Realistic,79,15-30k
FOOD00405,Hủ tiếu Mỹ Tho,Hủ tiếu với tôm khô và thịt heo,Món ăn Việt Nam,Mỹ Tho,Món nước,Realistic,80,25-50k
FOOD00406,Hủ tiếu khô,Hủ tiếu trộn khô với nước mắm và hành phi,Món ăn Việt Nam,TP.HCM,Món nước,Realistic,81,30-60k
FOOD00407,Cháo lòng,"Cháo với lòng heo, tiêu và hành lá",Món ăn Việt Nam,Việt Nam,Món nước,Realistic,82,15-30k
FOOD00408,Cháo cá,Cháo với cá tươi và gừng,Món ăn Việt Nam,Việt Nam,Món nước,Realistic,83,25-50k
FOOD00409,Cháo tôm,Cháo với tôm tươi và hành phi,Món ăn Việt Nam,Việt Nam,Món nước,Realistic,84,30-60k
FOOD00410,Cháo gà,Cháo với thịt gà xé phay,Món ăn Việt Nam,Việt Nam,Món nước,Realistic,85,15-30k
FOOD00411,Chè ba màu,"Chè với đậu xanh, đậu đỏ và thạch",Món ăn Việt Nam,Việt Nam,Tráng miệng,Realistic,86,25-50k
FOOD00412,Chè đậu xanh,Chè đậu xanh với nước cốt dừa,Món ăn Việt Nam,Việt Nam,Tráng miệng,Realistic,87,30-60k
FOOD00413,Chè bưởi,Chè với cùi bưởi và nước cốt dừa,Món ăn Việt Nam,An Giang,Tráng miệng,Realistic,88,15-30k
FOOD00414,Chè thái,Chè với nhiều loại đậu và thạch,Món ăn Việt Nam,Việt Nam,Tráng miệng,Realistic,89,25-50k
FOOD00415,Xôi gấc,Xôi nếp với quả gấc màu đỏ,Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Realistic,90,30-60k
FOOD00416,Xôi lá cẩm,Xôi nếp với lá cẩm màu tím,Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Realistic,91,15-30k
FOOD00417,Xôi xéo,Xôi với đậu xanh và hành phi,Món ăn Việt Nam,Hà Nội,Món cơm/xôi,Realistic,92,25-50k
FOOD00418,Gỏi đu đủ,Gỏi đu đủ xanh với tôm khô và đậu phộng,Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Realistic,93,30-60k
FOOD00419,Gỏi ngó sen,Gỏi ngó sen với tôm thịt,Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Realistic,94,15-30k
FOOD00420,Nộm hoa chuối,Nộm hoa chuối với thịt heo và tôm,Món ăn Việt Nam,Hà Nội,Gỏi/Nộm,Realistic,75,25-50k
FOOD00421,Gỏi bò bóp thấu,Gỏi thịt bò với rau thơm,Món ăn Việt Nam,Miền Nam,Gỏi/Nộm,Realistic,76,30-60k
FOOD00422,Lẩu thái,"Lẩu chua cay với tôm, cá và rau",Món ăn Việt Nam,Việt Nam,Lẩu,Realistic,77,15-30k
FOOD00423,Lẩu mắm,Lẩu mắm với cá và rau miền Tây,Món ăn Việt Nam,Miền Tây,Lẩu,Realistic,78,25-50k
FOOD00424,Lẩu cá,Lẩu cá với nấm và rau,Món ăn Việt Nam,Việt Nam,Lẩu,Realistic,79,30-60k
FOOD00425,Nem nướng Nha Trang,Nem nướng với bánh tráng và rau thơm,Món ăn Việt Nam,Nha Trang,Khác,Realistic,80,15-30k
FOOD00426,Nem chua Thanh Hóa,Nem chua truyền thống của Thanh Hóa,Món ăn Việt Nam,Thanh Hóa,Khác,Realistic,81,25-50k
FOOD00427,Chả cá Lã Vọng,Chả cá nướng với thì là và bún,Món ăn Việt Nam,Hà Nội,Khác,Realistic,82,30-60k
FOOD00428,Bánh flan,Bánh flan mềm mịn với caramel,Món ăn Việt Nam,Việt Nam,Tráng miệng,Realistic,83,15-30k
FOOD00429,Bánh bò,Bánh bò xốp với nước cốt dừa,Món ăn Việt Nam,Miền Nam,Tráng miệng,Realistic,84,25-50k
FOOD00430,Bánh chuối,Bánh chuối nướng thơm,Món ăn Việt Nam,Việt Nam,Tráng miệng,Realistic,85,30-60k
